image,baseline_before,baseline_score_kept,baseline_overlap_kept,added_total
C1109702_V01_F00006_05a8ed5a-a52a-4676-9c0d-3fb316772cfc.jpg,4023,3702,1365,1365
C1109702_V01_F00007_105a6ae0-9e6e-4f09-9ba2-90af1c6f7209.jpg,5044,4653,1732,1732
C1110103_V02_F00007_89a0dc57-84cc-4633-951a-756f215bd653.jpg,3205,2950,1456,1456
C1110379_V13_F00000_96579f1f-afe2-4704-895e-561d42755793.jpg,3016,2816,1601,1601
C1112907_V00_F00006_36067822-fa64-41d5-b472-b39161889add.jpg,4357,4127,1825,1825
C1112907_V01_F00006_bc6b175e-2930-46db-ab67-951cf3937af5.jpg,2955,2823,1447,1447
C1112907_V02_F00012_4067c79c-05d3-41d4-9542-edcac1162a97.jpg,3591,3467,1761,1761
C1142083_V01_F00006_e08d31f4-8aa6-44a6-8ee4-965f4fac1f71.jpg,2457,2109,1047,1047
C1142091_V02_F00003_46ad1e57-22c3-428c-8c31-59db3eed275d.jpg,1918,1837,1160,1160
C1148414_V01_F00003_b9fd37a3-bf37-4711-8903-054880d359e6.jpg,5590,5282,3451,3451
C1148414_V01_F00007_2be71d90-48c2-46be-8b22-e03d20222a3f.jpg,6312,5901,3841,3841
C1148414_V01_F00012_51809df6-f892-4535-96f1-7abb5335eb83.jpg,7395,6810,4440,4440
C1148873_V01_F00003_dd3fe065-aece-4bec-ad03-66cbef2ba401.jpg,3725,3367,1548,1548
C1148873_V01_F00005_5bbafc71-ec02-4fa1-a30b-5ec13d035ade.jpg,3647,3337,1597,1597
C1148873_V01_F00006_cafc21a2-631a-41f4-a777-45a56d89e37d.jpg,3584,3269,1769,1769
C1148873_V01_F00007_78e83f97-f8d9-443c-a61d-b6d3a5a4927e.jpg,4039,3720,1860,1860
C1156773_V02_F00007_bd31837a-0ab3-4d96-995d-88f9f375b041.jpg,3870,3609,2528,2528
C1156785_V12_F00002_936143eb-ffbf-4609-b75c-2778f476c44c.jpg,4490,3974,2889,2889
C1156785_V12_F00003_52278f94-7810-4314-8a77-6276b3559eaa.jpg,3742,3498,2338,2338
C1161080_V03_F00001_3b9692ef-7911-41a0-becf-4dd460b6fc91.jpg,2198,2036,1286,1286
C1161279_V02_F00004_bd1f379e-1b76-4c60-b520-0d58c383a3fc.jpg,3130,2916,1725,1725
C1236881_V13_F00000_78120b69-1247-4dcd-9b3d-9fb3932a5c15.jpg,3038,2863,2038,2038
C1236952_V01_F00007_436eb1b9-3df1-4ad2-9a0a-898be01e4191.jpg,3979,3743,1886,1886
C1238898_V11_F00002_b6acc7d8-e1f3-4fdd-9655-b39a81f2f595.jpg,4054,3491,1821,1821
C1238898_V13_F00001_6d090fdb-8b9b-424c-81cd-9ef5a945d043.jpg,4683,4273,2736,2736
C1239135_V13_F00007_1efe6c65-98eb-49cb-be69-8f1bc4aa520a.jpg,4103,3550,2068,2068
C1239162_V13_F00012_2fda64da-493d-43bb-8d06-a6bc09e75faf.jpg,3215,2882,1656,1656
C1239638_V03_F00007_526234b4-6138-4250-a542-153f4df9702f.jpg,2211,2089,1062,1062
C1240770_V02_F00007_1481b2de-d4db-43f1-ac46-0b72b6587011.jpg,2327,2244,1343,1343
C1240770_V03_F00007_faf5772c-639d-464e-b154-941db477b935.jpg,3850,3611,1894,1894
C1243226_V03_F00000_3ecaf361-c967-4625-a402-7c860a7f6272.jpg,2714,2315,1321,1321
C1243226_V11_F00002_b133680d-766e-49e4-9bdc-dd55e4b95377.jpg,7405,6783,4000,4000
C1249118_V01_F00005_664b40e2-81dc-4c4a-a795-e82730bf36aa.jpg,7359,6913,2844,2844
C1249118_V01_F00006_82a97400-0132-4dd3-bc36-52b0fd8a1725.jpg,6423,5874,2705,2705
C1249118_V01_F00008_dc397da4-def0-4899-939e-92c0b7326ece.jpg,7861,7174,3096,3096
